[2023-01-20 11:01:44,496] INFO:__main__:number of available cores: 4
[2023-01-20 11:01:44,693] INFO:__main__:==> Epoch 0, Train 	Loss: 0.4255748689174652 	Pearson: 0.10361669212579727	MSE: 0.32719945907592773, 	F1: (0, 0, 0)
[2023-01-20 11:01:47,494] INFO:__main__:==> Epoch 7, Test 	Loss: 0.3803824484348297 	Pearson: 0.19001586735248566	MSE: 0.28294774889945984, 	F1: (0, 0, 0)
[2023-01-20 11:01:47,663] INFO:__main__:==> Epoch 8, Train 	Loss: 0.4255748689174652 	Pearson: 0.10361669212579727	MSE: 0.32719945907592773, 	F1: (0, 0, 0)
[2023-01-20 11:01:47,854] INFO:__main__:==> Epoch 8, Dev 	Loss: 0.2781238257884979 	Pearson: 0.5756545066833496	MSE: 0.1828107237815857, 	F1: (0, 0, 0)
[2023-01-20 11:01:47,854] INFO:__main__:==> Epoch 8, Test 	Loss: 0.3803824484348297 	Pearson: 0.19001586735248566	MSE: 0.28294774889945984, 	F1: (0, 0, 0)
[2023-01-20 11:01:48,006] INFO:__main__:==> Epoch 9, Train 	Loss: 0.4255748689174652 	Pearson: 0.10361669212579727	MSE: 0.32719945907592773, 	F1: (0, 0, 0)
[2023-01-20 11:01:48,220] INFO:__main__:==> Epoch 9, Dev 	Loss: 0.2781238257884979 	Pearson: 0.5756545066833496	MSE: 0.1828107237815857, 	F1: (0, 0, 0)
[2023-01-20 11:01:48,221] INFO:__main__:==> Epoch 9, Test 	Loss: 0.3803824484348297 	Pearson: 0.19001586735248566	MSE: 0.28294774889945984, 	F1: (0, 0, 0)
[2023-01-20 11:01:48,357] INFO:__main__:==> Epoch 10, Train 	Loss: 0.4255748689174652 	Pearson: 0.10361669212579727	MSE: 0.32719945907592773, 	F1: (0, 0, 0)
[2023-01-20 11:01:48,559] INFO:__main__:==> Epoch 10, Dev 	Loss: 0.2781238257884979 	Pearson: 0.5756545066833496	MSE: 0.1828107237815857, 	F1: (0, 0, 0)
[2023-01-20 11:01:48,560] INFO:__main__:==> Epoch 10, Test 	Loss: 0.3803824484348297 	Pearson: 0.19001586735248566	MSE: 0.28294774889945984, 	F1: (0, 0, 0)
[2023-01-20 11:01:48,723] INFO:__main__:==> Epoch 11, Train 	Loss: 0.4255748689174652 	Pearson: 0.10361669212579727	MSE: 0.32719945907592773, 	F1: (0, 0, 0)
[2023-01-20 11:01:48,924] INFO:__main__:==> Epoch 11, Dev 	Loss: 0.2781238257884979 	Pearson: 0.5756545066833496	MSE: 0.1828107237815857, 	F1: (0, 0, 0)
[2023-01-20 11:01:48,924] INFO:__main__:==> Epoch 11, Test 	Loss: 0.3803824484348297 	Pearson: 0.19001586735248566	MSE: 0.28294774889945984, 	F1: (0, 0, 0)
[2023-01-20 11:01:49,053] INFO:__main__:==> Epoch 12, Train 	Loss: 0.4255748689174652 	Pearson: 0.10361669212579727	MSE: 0.32719945907592773, 	F1: (0, 0, 0)
[2023-01-20 11:01:49,294] INFO:__main__:==> Epoch 12, Dev 	Loss: 0.2781238257884979 	Pearson: 0.5756545066833496	MSE: 0.1828107237815857, 	F1: (0, 0, 0)
[2023-01-20 11:01:49,295] INFO:__main__:==> Epoch 12, Test 	Loss: 0.3803824484348297 	Pearson: 0.19001586735248566	MSE: 0.28294774889945984, 	F1: (0, 0, 0)
[2023-01-20 11:01:49,488] INFO:__main__:==> Epoch 13, Train 	Loss: 0.4255748689174652 	Pearson: 0.10361669212579727	MSE: 0.32719945907592773, 	F1: (0, 0, 0)
[2023-01-20 11:01:49,747] INFO:__main__:==> Epoch 13, Dev 	Loss: 0.2781238257884979 	Pearson: 0.5756545066833496	MSE: 0.1828107237815857, 	F1: (0, 0, 0)
[2023-01-20 11:01:49,748] INFO:__main__:==> Epoch 13, Test 	Loss: 0.3803824484348297 	Pearson: 0.19001586735248566	MSE: 0.28294774889945984, 	F1: (0, 0, 0)
[2023-01-20 11:01:49,907] INFO:__main__:==> Epoch 14, Train 	Loss: 0.4255748689174652 	Pearson: 0.10361669212579727	MSE: 0.32719945907592773, 	F1: (0, 0, 0)
[2023-01-20 11:01:50,135] INFO:__main__:==> Epoch 14, Dev 	Loss: 0.2781238257884979 	Pearson: 0.5756545066833496	MSE: 0.1828107237815857, 	F1: (0, 0, 0)
[2023-01-20 11:01:50,135] INFO:__main__:==> Epoch 14, Test 	Loss: 0.3803824484348297 	Pearson: 0.19001586735248566	MSE: 0.28294774889945984, 	F1: (0, 0, 0)
